restaurantID,name,location,reviewcount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber
kvaot4Avs_7NKJN3RDuCIw,Reverie,"414 N Orleans St Chicago, IL 60654 Neighbourhood: River North, Near North Side",137,3.0,"American (Traditional),
                    Sports Bars","414 N Orleans StChicago, IL 60654",Mon Closed Tue Closed Wed Closed Thu 9:00 pm - 2:00 am Fri 3:00 pm - 1:00 am Sat 9:00 pm - 3:00 am Sun Closed ,No,Yes,Valet,Casual,Yes,$11-30,Yes,No,Yes,Yes,No,Free,Dinner,Full Bar,Average,"Casual, Trendy",Yes,Yes,Yes,reveriechicago.com,(312) 467-4141
cVULFhP_qRHskfIWNysR_w,Meli Cafe,"540 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",621,3.5,"Breakfast & Brunch,
                    Juice Bars & Smoothies,
                    American (Traditional)","540 N Wells StChicago, IL 60654",Mon 7:00 am - 3:00 pm Tue 7:00 am - 3:00 pm Wed 7:00 am - 3:00 pm Thu 7:00 am - 3:00 pm Fri 7:00 am - 3:00 pm Sat 7:00 am - 3:00 pm Sun 7:00 am - 3:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,No,Yes,Yes,No,No,"Breakfast, Brunch",No,Average,Casual,No,No,Yes,melicafe.com,(312) 527-1850
T_MM86UUHinTFVWzzboBgQ,NYC Bagel Deli,"515 N Dearborn St Chicago, IL 60654 Neighbourhood: Near North Side",278,4.0,"Bagels,
                    Delis,
                    Breakfast & Brunch","515 N Dearborn StChicago, IL 60654",Mon 6:00 am - 6:00 pm Tue 6:00 am - 6:00 pm Wed 6:00 am - 6:00 pm Thu 6:00 am - 6:00 pm Fri 6:00 am - 6:00 pm Sat 6:00 am - 6:00 pm Sun 6:00 am - 3:00 pm ,Yes,Yes,Street,Casual,No,Under $10,No,Yes,Yes,Null,No,Free,"Breakfast, Lunch",No,Average,Casual,Yes,Yes,Null,nycbd.com,(312) 923-9999
s7iq5dP-iLdivNGKr2wTJA,Naha,"500 N Clark St Chicago, IL 60654 Neighbourhood: River North, Near North Side",673,3.5,American (New),"500 N Clark StChicago, IL 60654",Mon 11:30 am - 2:00 pm5:30 pm - 9:30 pm Tue 11:30 am - 2:00 pm5:30 pm - 9:30 pm Wed 11:30 am - 2:00 pm5:30 pm - 9:30 pm Thu 11:30 am - 2:00 pm5:30 pm - 9:30 pm Fri 11:30 am - 2:00 pm5:30 pm - 10:00 pm Sat 5:30 pm - 10:00 pm Sun Closed ,No,Yes,Valet,Dressy,Yes,$31-60,Yes,No,No,Yes,No,No,Dinner,Full Bar,Average,Upscale,No,No,Yes,naha-chicago.com,(312) 321-6242
7vVln607E3H4sM39AkDmjw,Cocoro Japanese,"668 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",247,3.5,"Japanese,
                    Sushi Bars,
                    Soup","668 N Wells StChicago, IL 60654",Mon 11:30 am - 2:00 pm5:30 pm - 10:00 pm Tue 11:30 am - 2:00 pm5:30 pm - 10:00 pm Wed 11:30 am - 2:00 pm5:30 pm - 10:00 pm Thu 11:30 am - 2:00 pm5:30 pm - 10:00 pm Fri 11:30 am - 2:00 pm5:30 pm - 10:00 pm Sat 5:30 pm - 10:00 pm Sun Closed ,Yes,Yes,Street,Casual,Yes,$11-30,Yes,Yes,Yes,Null,No,Free,Null,Full Bar,Average,Casual,No,No,Null,cocorosushi.squarespace.com,(312) 943-2220
XhF3spsK3srxfZ8mzLXFbA,The Flamingo Rum Club,"601 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",87,3.0,"Cuban,
                    Bars,
                    Cabaret","601 N Wells StChicago, IL 60654",Mon Closed Tue Closed Wed 8:00 pm - 2:00 am Thu 8:00 pm - 2:00 am Fri 8:00 pm - 2:00 am Sat 8:00 pm - 3:30 am Sun Closed ,No,Yes,Null,Dressy,Yes,$11-30,Yes,No,No,Yes,No,Paid,Late Night,Full Bar,Very Loud,Null,No,No,Null,theflamingorumclub.com,(312) 929-0060
EXmkYu2dhGQjydFv23b-_A,Bottled Blonde Chicago,"504 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",260,2.5,"Pizza,
                    Beer Gardens,
                    Cocktail Bars","504 N Wells StChicago, IL 60654",Mon 11:30 am - 2:00 am Tue 11:30 am - 2:00 am Wed 11:30 am - 2:00 am Thu 11:30 am - 2:00 am Fri 11:30 am - 2:00 am Sat 11:00 am - 3:00 am Sun 11:00 am - 12:00 am ,No,Yes,Street,Casual,Yes,$11-30,Yes,No,No,Yes,No,Free,Late Night,Full Bar,Loud,Casual,Yes,No,Yes,bottledblondechi.com,(312) 982-7640
iw6I57dVB_blHYdbamMTJw,Nacional 27,"325 W Huron St Chicago, IL 60654 Neighbourhood: River North, Near North Side",798,3.5,"Dance Clubs,
                    Cuban,
                    Steakhouses","325 W Huron StChicago, IL 60654",Mon 5:30 pm - 9:30 pm Tue 5:30 pm - 9:30 pm Wed 5:30 pm - 9:30 pm Thu 5:30 pm - 9:30 pm Fri 5:00 pm - 2:00 am Sat 5:00 pm - 3:00 am Sun Closed ,No,Yes,"Valet, Street",Dressy,Yes,$31-60,Yes,No,No,Null,Yes,No,Dinner,Full Bar,Loud,Trendy,No,Yes,Null,n27chicago.com,(312) 664-2727
k_9eji4mAhTkS01m8q4SSw,I|O Godfrey,"The Godfrey Hotel Chicago 127 W Huron At Lasalle Chicago, IL 60654 Neighbourhood: River North, Near North Side",399,3.5,"Cocktail Bars,
                    Lounges,
                    Breakfast & Brunch","127 W Huron At LasalleChicago, IL 60654",Mon 7:00 am - 2:00 am Tue 7:00 am - 2:00 am Wed 7:00 am - 2:00 am Thu 7:00 am - 2:00 am Fri 7:00 am - 2:00 am Sat 7:00 am - 3:00 am Sun 7:00 am - 2:00 am ,Null,Yes,Valet,Null,Yes,$31-60,Yes,Null,Null,Null,Yes,Free,Null,Full Bar,Average,"Trendy, Classy",Yes,Null,Yes,iogodfrey.com,(312) 374-1830
E81IZcBYpg6ThIf7gIyedA,Pizzeria Via Stato,"620 N State St Chicago, IL 60654 Neighbourhood: Near North Side",137,3.5,"Pizza,
                    Italian,
                    Sports Bars","620 N State StChicago, IL 60654",Mon 11:00 am - 11:00 pm Tue 11:00 am - 11:00 pm Wed 11:00 am - 11:00 pm Thu 11:00 am - 11:00 pm Fri 11:00 am - 12:00 am Sat 11:00 am - 12:00 am Sun 11:00 am - 9:30 pm ,Yes,Yes,Valet,Casual,Yes,$11-30,Yes,Yes,Yes,Null,Yes,Free,Null,Full Bar,Average,Casual,Yes,Yes,Null,osteriaviastato.com/pizzeria,(312) 642-8450
WsU46rtQDsc9tZUWroD4TA,Al’s Beef,"169 W Ontario St Chicago, IL 60654 Neighbourhood: River North, Near North Side",534,3.5,"Italian,
                    Hot Dogs,
                    Sandwiches","169 W Ontario StChicago, IL 60654",Mon 10:00 am - 12:00 am Tue 10:00 am - 12:00 am Wed 10:00 am - 12:00 am Thu 10:00 am - 12:00 am Fri 10:00 am - 3:00 am Sat 10:00 am - 3:00 am Sun 11:00 am - 9:00 pm ,Yes,Yes,"Street, Private Lot",Casual,Yes,Under $10,No,Yes,Yes,Null,Yes,Free,Lunch,No,Average,Casual,No,Yes,Null,alsbeef.com,(312) 943-3222
I2ke2-jIbXLkMFoxCGMIPA,El Hefe,"15 W Hubbard St Chicago, IL 60654 Neighbourhood: Near North Side",495,3.0,"Mexican,
                    Dance Clubs,
                    Sports Bars","15 W Hubbard StChicago, IL 60654",Mon 11:00 am - 2:00 am Tue 11:00 am - 2:00 am Wed 11:00 am - 2:00 am Thu 11:00 am - 2:00 am Fri 11:00 am - 2:00 am Sat 10:00 am - 3:00 am Sun 10:00 am - 2:00 am ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,No,Yes,Null,Yes,Free,Dinner,Full Bar,Loud,Trendy,Yes,No,Null,elhefe.com/chicago,(312) 548-6841
vwjgTD_eSgkkwjKYRBBKBQ,Celeste,"111 W Hubbard St Chicago, IL 60654 Neighbourhood: River North, Near North Side",330,3.5,"Cocktail Bars,
                    American (New),
                    Venues & Event Spaces","111 W Hubbard StChicago, IL 60654",Mon Closed Tue 5:00 pm - 4:00 am Wed 5:00 pm - 4:00 am Thu 5:00 pm - 4:00 am Fri 5:00 pm - 4:00 am Sat 5:00 pm - 5:00 am Sun Closed ,No,Yes,Null,Dressy,Yes,$11-30,Yes,No,No,Yes,Yes,Free,"Dinner, Late Night",Full Bar,Average,Classy,No,Yes,Yes,celestechicago.com,(312) 828-9000
IACTngt-bZGrhzflliIx7w,Yolk River North,"747 N Wells Chicago, IL 60654 Neighbourhood: River North, Near North Side",1096,4.0,"Breakfast & Brunch,
                    American (New),
                    Burgers","747 N WellsChicago, IL 60654",Mon 6:00 am - 3:00 pm Tue 6:00 am - 3:00 pm Wed 6:00 am - 3:00 pm Thu 6:00 am - 3:00 pm Fri 6:00 am - 3:00 pm Sat 7:00 am - 3:00 pm Sun 7:00 am - 3:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,No,Yes,Null,No,No,"Breakfast, Brunch",No,Average,Casual,No,Yes,Null,eatyolk.com,(312) 787-2277
pj2i7GnZV4Nm2zeZk3FBLw,Dicks Last Resort,"315 N Dearborn St Chicago, IL 60654 Neighbourhood: Near North Side",301,2.5,"Bars,
                    American (Traditional),
                    Seafood","315 N Dearborn StChicago, IL 60654",Mon 11:00 am - 1:00 am Tue 11:00 am - 1:00 am Wed 11:00 am - 1:00 am Thu 11:00 am - 1:00 am Fri 11:00 am - 1:00 am Sat 11:00 am - 1:00 am Sun 11:00 am - 1:00 am ,No,Yes,Null,Casual,Yes,$11-30,Yes,No,Yes,Null,Yes,No,Dinner,Full Bar,Loud,Touristy,Yes,No,Null,dickslastresort.com,(312) 836-7870
QSefAqftl1Hcseli2wcAAw,Gino’s East - River North,"500 N LaSalle St Chicago, IL 60654 Neighbourhood: River North, Near North Side",355,3.5,"Pizza,
                    Salad,
                    Soup","500 N LaSalle StChicago, IL 60654",Mon 11:00 am - 10:00 pm Tue 11:00 am - 10:00 pm Wed 11:00 am - 10:00 pm Thu 11:00 am - 10:00 pm Fri 11:00 am - 11:00 pm Sat 11:00 am - 11:00 pm Sun 12:00 pm - 10:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,Yes,Yes,Yes,Yes,No,Free,"Lunch, Dinner",Full Bar,Average,Casual,Yes,Yes,Yes,ginoseast.com,(312) 988-4200
KGMxtvX0191P1teCk1Yt6w,Untitled Supper Club,"111 W Kinzie St Chicago, IL 60654 Neighbourhood: River North, Near North Side",865,3.5,"American (Traditional),
                    Lounges,
                    American (New)","111 W Kinzie StChicago, IL 60654",Mon 4:30 pm - 12:00 am Tue 4:30 pm - 1:00 am Wed 4:30 pm - 1:00 am Thu 4:30 pm - 2:00 am Fri 4:30 pm - 2:00 am Sat 4:30 pm - 3:00 am Sun Closed ,No,Yes,"Valet, Garage, Street",Dressy,Yes,$31-60,Yes,No,No,Null,No,Free,"Dinner, Late Night",Full Bar,Loud,Trendy,No,No,Null,untitledchicago.com,(312) 880-1511
UH881XoEcglrE1NR7dhr9w,Erie Cafe,"536 W Erie St Chicago, IL 60654 Neighbourhood: River North, Near North Side",279,3.5,"Steakhouses,
                    American (Traditional)","536 W Erie StChicago, IL 60654",Mon 11:00 am - 11:00 pm Tue 11:00 am - 11:00 pm Wed 11:00 am - 11:00 pm Thu 11:00 am - 11:00 pm Fri 11:00 am - 12:00 am Sat 11:00 am - 12:00 am Sun 11:00 am - 11:00 pm ,No,Yes,Valet,Casual,Yes,$31-60,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Null,Yes,No,Null,eriecafe.com,(312) 266-2300
sUDWHJCEKd6GUjhMysoUYw,Yolk Marina City,"340 N State St Chicago, IL 60654 Neighbourhood: Near North Side",144,4.0,"Breakfast & Brunch,
                    Soup,
                    Burgers","340 N State StChicago, IL 60654",Mon 6:00 am - 3:00 pm Tue 6:00 am - 3:00 pm Wed 6:00 am - 3:00 pm Thu 6:00 am - 3:00 pm Fri 6:00 am - 3:00 pm Sat 7:00 am - 3:00 pm Sun 7:00 am - 3:00 pm ,Yes,Yes,Null,Casual,Yes,$11-30,Yes,No,Yes,Yes,Yes,Free,"Breakfast, Brunch, Lunch",No,Average,Casual,No,Yes,Null,eatyolk.com,(855) 328-9655
zvJx0BPvAGO3w5II1Tg0mw,Hi-Vibe Superfood Juicery,"160 W Kinzie St Chicago, IL 60654 Neighbourhood: River North, Near North Side",147,4.5,"Juice Bars & Smoothies,
                    Live/Raw Food,
                    Organic Stores","160 W Kinzie StChicago, IL 60654",Mon 6:30 am - 6:30 pm Tue 6:30 am - 6:30 pm Wed 6:30 am - 6:30 pm Thu 6:30 am - 6:30 pm Fri 6:30 am - 5:30 pm Sat 8:00 am - 4:00 pm Sun 8:00 am - 4:00 pm ,Yes,Yes,"Garage, Street",Casual,No,$11-30,No,Yes,Yes,No,No,No,"Breakfast, Lunch",No,Quiet,"Casual, Trendy",No,Yes,Yes,hi-vibe.com,(312) 724-8423
wI-mHhdWh8flIZgt46kpUw,The Artisan Cellar,"222 Merchandise Mart Plz Ste 116 Chicago, IL 60654 Neighbourhood: b/t Lower Orleans St & Orleans St",101,4.5,"Beer, Wine & Spirits,
                    Delis,
                    Coffee & Tea","222 Merchandise Mart PlzChicago, IL 60654",Mon 8:30 am - 6:00 pm Tue 8:30 am - 6:00 pm Wed 8:30 am - 6:00 pm Thu 8:30 am - 6:00 pm Fri 8:30 am - 6:00 pm Sat Closed Sun Closed ,No,Yes,Garage,Casual,No,Under $10,No,No,Yes,Null,Yes,Free,Null,Beer & Wine Only,Average,Null,No,Yes,Null,theartisancellarcatering.com,(312) 527-5810
ax-3aOMpoJD9jaoU75g96A,Protein Bar,"352 N Clark Chicago, IL 60654 Neighbourhood: River North, Near North Side",257,4.0,"Vegan,
                    American (New),
                    Gluten-Free","352 N ClarkChicago, IL 60654",Mon 7:00 am - 8:00 pm Tue 7:00 am - 8:00 pm Wed 7:00 am - 8:00 pm Thu 7:00 am - 8:00 pm Fri 8:00 am - 6:00 pm Sat 9:00 am - 6:00 pm Sun 9:00 am - 6:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Null,Yes,Free,"Breakfast, Lunch",No,Average,Casual,Yes,No,Null,theproteinbar.com,(312) 527-0450
UBb8aCuF9_o4y3NOLysgcQ,Fat Baby Tacos,"109 W Hubbard St Chicago, IL 60654 Neighbourhood: River North, Near North Side",66,3.0,"Mexican,
                    Latin American","109 W Hubbard StChicago, IL 60654",Mon 11:00 am - 10:00 pm Tue 11:00 am - 10:00 pm Wed 11:00 am - 10:00 pm Thu 11:00 am - 5:00 am Fri 11:00 am - 5:00 am Sat 4:00 pm - 5:00 am Sun Closed ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Yes,Yes,Free,"Lunch, Dinner",Beer & Wine Only,Average,Casual,Yes,Null,Null,fatbabytacos.com,(312) 527-2229
I2ke2-jIbXLkMFoxCGMIPA,El Hefe,"15 W Hubbard St Chicago, IL 60654 Neighbourhood: Near North Side",495,3.0,"Mexican,
                    Dance Clubs,
                    Sports Bars","15 W Hubbard StChicago, IL 60654",Mon 11:00 am - 2:00 am Tue 11:00 am - 2:00 am Wed 11:00 am - 2:00 am Thu 11:00 am - 2:00 am Fri 11:00 am - 2:00 am Sat 10:00 am - 3:00 am Sun 10:00 am - 2:00 am ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,No,Yes,Null,Yes,Free,Dinner,Full Bar,Loud,Trendy,Yes,No,Null,elhefe.com/chicago,(312) 548-6841
Ys_t7qV1RrjYTlUlxyyWWQ,Mixed Greens,"308 W Erie St Chicago, IL 60654 Neighbourhood: River North, Near North Side",125,3.5,"Salad,
                    Pizza,
                    Sandwiches","308 W Erie StChicago, IL 60654",Mon 11:00 am - 8:00 pm Tue 11:00 am - 8:00 pm Wed 11:00 am - 8:00 pm Thu 11:00 am - 8:00 pm Fri 11:00 am - 8:00 pm Sat 11:00 am - 8:00 pm Sun Closed ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Null,Yes,Free,Lunch,No,Average,Casual,Yes,Yes,Null,saladjoint.com,(312) 888-3044
OOKlwuoJq9AjdExdnXj2fg,Pepper Canister,"509 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",137,3.5,"Irish,
                    Pubs","509 N Wells StChicago, IL 60654",Mon 11:30 am - 2:00 am Tue 11:30 am - 2:00 am Wed 11:30 am - 2:00 am Thu 11:30 am - 2:00 am Fri 11:30 am - 2:00 am Sat 11:30 am - 3:00 am Sun 11:30 am - 12:00 am ,No,Yes,Street,Casual,Yes,$11-30,No,No,Yes,Null,Yes,Free,Dinner,Full Bar,Average,Casual,Yes,Yes,Null,thepeppercanister.com,(312) 467-3300
q-V_vVyY67zxUO-nnZQR9A,Left Coast Food,"717 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",23,4.0,"Juice Bars & Smoothies,
                    Wraps,
                    Coffee & Tea","717 N Wells StChicago, IL 60654",Mon 7:00 am - 9:00 pm Tue 7:00 am - 9:00 pm Wed 7:00 am - 9:00 pm Thu 7:00 am - 9:00 pm Fri 7:00 am - 9:00 pm Sat 8:00 am - 9:00 pm Sun 8:00 am - 9:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Yes,Yes,Free,"Lunch, Dinner",Null,Average,Null,No,Null,Null,leftcoastfood.com,(312) 877-5500
DDEoScKg2pKVlhIyl5B_uQ,Billy Goat Tavern Merchandise Mart,"222 W Merchandise Mart Plz Ste Fc-2 Chicago, IL 60654 Neighbourhood: b/t Orleans St & Lower Orleans St",23,3.5,"Pubs,
                    American (Traditional)","222 W Merchandise Mart PlzChicago, IL 60654",Mon 6:00 am - 5:00 pm Tue 6:00 am - 5:00 pm Wed 6:00 am - 5:00 pm Thu 6:00 am - 5:00 pm Fri 6:00 am - 5:00 pm Sat 7:00 am - 3:00 pm Sun Closed ,Yes,Yes,Null,Casual,Yes,Under $10,No,No,Yes,Null,No,No,Null,Full Bar,Loud,Null,No,No,Null,billygoattavern.com,(312) 464-1045
ZNNBQN7F_wvNVqcRVoeOjw,L.A. Burdick Handmade Chocolates,"609 N State St Chicago, IL 60654 Neighbourhood: Near North Side",43,4.5,"Desserts,
                    Cafes,
                    Chocolatiers & Shops","609 N State StChicago, IL 60654",Mon 8:00 am - 9:00 pm Tue 8:00 am - 9:00 pm Wed 8:00 am - 9:00 pm Thu 8:00 am - 9:00 pm Fri 8:00 am - 10:00 pm Sat 8:00 am - 10:00 pm Sun 8:00 am - 9:00 pm ,Yes,Yes,Null,Casual,Yes,$11-30,No,No,Yes,Null,No,Null,Dessert,No,Average,Casual,No,No,Yes,burdickchocolate.com/default.…,(312) 635-8975
C8qNzVPoa6XezobByO5ObQ,House of Blues Restaurant & Bar,"329 N Dearborn St Chicago, IL 60654 Neighbourhood: Near North Side",35,3.0,"American (New),
                    Burgers,
                    Barbeque","329 N Dearborn StChicago, IL 60654",Mon 11:30 am - 11:00 pm Tue 11:30 am - 11:00 pm Wed 11:30 am - 11:00 pm Thu 11:30 am - 11:00 pm Fri 11:30 am - 11:00 pm Sat 11:30 am - 11:00 pm Sun 4:00 pm - 11:00 pm ,No,Yes,Null,Casual,Yes,$11-30,Yes,No,Yes,Yes,No,Free,Null,Full Bar,Very Loud,"Casual, Touristy, Trendy",Yes,No,Yes,houseofblues.com/chicago/rest…,(312) 923-2000
bTnht8k4N6_ffwXzylcMAg,Brunch,"644 N Orleans St Chicago, IL 60654 Neighbourhood: River North, Near North Side",589,3.5,"Breakfast & Brunch,
                    Salad,
                    Coffee & Tea","644 N Orleans StChicago, IL 60654",Mon 7:00 am - 3:00 pm Tue 7:00 am - 3:00 pm Wed 7:00 am - 3:00 pm Thu 7:00 am - 3:00 pm Fri 7:00 am - 3:00 pm Sat 8:00 am - 4:00 pm Sun 8:00 am - 4:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,Yes,No,Yes,Null,No,Free,"Breakfast, Brunch",Full Bar,Average,Casual,Yes,Yes,Null,brunchit.com,(312) 265-1411
zuWwITlA0Nl6gNnpAljxIQ,Moe’s Cantina- River North,"155 W Kinzie St Chicago, IL 60654 Neighbourhood: River North, Near North Side",555,2.5,Mexican,"155 W Kinzie StChicago, IL 60654",Mon 11:00 am - 2:00 am Tue 11:00 am - 2:00 am Wed 11:00 am - 2:00 am Thu 11:00 am - 2:00 am Fri 11:00 am - 2:00 am Sat 11:00 am - 3:00 am Sun 11:00 am - 2:00 am ,No,Yes,Null,Casual,Yes,$11-30,Yes,No,Yes,Yes,Yes,No,Late Night,Full Bar,Loud,Trendy,Yes,No,Null,moescantina.com,(312) 245-2000
hqoBvny0zhTseHPbqgi1AA,Brett’s Kitchen,"233 W Superior St Chicago, IL 60654 Neighbourhood: River North, Near North Side",176,3.5,"Sandwiches,
                    Salad,
                    Breakfast & Brunch","233 W Superior StChicago, IL 60654",Mon 6:00 am - 4:00 pm Tue 6:00 am - 4:00 pm Wed 6:00 am - 4:00 pm Thu 6:00 am - 4:00 pm Fri 6:00 am - 4:00 pm Sat 8:00 am - 4:00 pm Sun Closed ,Yes,Yes,Street,Casual,No,Under $10,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,No,No,No,brettskitchen.com,(312) 664-6354
1PwxbmMlCRH0RAIeRCaQeQ,The Boss Bar,"420 N Clark St Chicago, IL 60654 Neighbourhood: River North, Near North Side",252,2.5,"Bars,
                    American (Traditional)","420 N Clark StChicago, IL 60654",Mon 2:00 pm - 4:00 am Tue 11:00 am - 4:00 am Wed 11:00 am - 4:00 am Thu 11:00 am - 4:00 am Fri 11:00 am - 4:00 am Sat 11:00 am - 5:00 pm Sun 2:00 pm - 4:00 am ,No,Yes,Street,Casual,Yes,$11-30,No,Yes,No,Null,No,Free,Late Night,Full Bar,Average,Null,Yes,No,Null,thebossbar.com,(312) 527-1203
b3o4BsYln2AM9PJb9vErnA,Protein Bar,"222 W Merchandise Mart Plz Fl 2 Chicago, IL 60654 Neighbourhood: b/t Orleans St & Lower Orleans St",45,3.5,"American (New),
                    Vegan,
                    Gluten-Free","222 W Merchandise Mart PlzChicago, IL 60654",Mon 7:00 am - 6:00 pm Tue 7:00 am - 6:00 pm Wed 7:00 am - 6:00 pm Thu 7:00 am - 6:00 pm Fri 7:00 am - 4:00 pm Sat Closed Sun Closed ,Yes,Yes,Garage,Casual,No,$11-30,No,No,Yes,Null,No,Free,Null,No,Loud,Casual,Yes,Yes,Null,theproteinbar.com,(312) 265-1185
Ijl3PaNFTCdOCWSEifP5ig,Hannah’s Bretzel,"400 N La Salle St Chicago, IL 60654 Neighbourhood: River North, Near North Side",139,3.5,"Sandwiches,
                    American (New)","400 N La Salle StChicago, IL 60654",Mon 7:00 am - 7:00 pm Tue 7:00 am - 7:00 pm Wed 7:00 am - 7:00 pm Thu 7:00 am - 7:00 pm Fri 7:00 am - 7:00 pm Sat 9:00 am - 4:00 pm Sun 9:00 am - 4:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Null,Yes,Free,Lunch,No,Average,Casual,No,Yes,Null,hannahsbretzel.com,(312) 621-1111
Y8qszfLuUtmGWoYgKU8cFA,Galleria Market,"340 W Superior St Chicago, IL 60654 Neighbourhood: River North, Near North Side",109,3.0,"Beer, Wine & Spirits,
                    Grocery,
                    Delis","340 W Superior StChicago, IL 60654",Mon 7:00 am - 11:00 pm Tue 7:00 am - 11:00 pm Wed 7:00 am - 11:00 pm Thu 7:00 am - 11:00 pm Fri 7:00 am - 12:00 am Sat 8:00 am - 12:00 am Sun 9:00 am - 10:00 pm ,Yes,Yes,Street,Casual,No,$11-30,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,galleriamarketchicago.com,(312) 337-9300
FcbnTsb-WKcdyBh1FF6UcQ,Leghorn Café,"600 N Lasalle St Chicago, IL 60654 Neighbourhood: River North, Near North Side",118,3.5,"Fast Food,
                    Breakfast & Brunch,
                    Sandwiches","600 N Lasalle StChicago, IL 60654",Mon 7:00 am - 3:00 pm Tue 7:00 am - 3:00 pm Wed 7:00 am - 3:00 pm Thu 7:00 am - 3:00 pm Fri 7:00 am - 3:00 pm Sat 7:00 am - 3:00 pm Sun 7:00 am - 3:00 pm ,Yes,Yes,"Street, Private Lot",Casual,No,$11-30,No,Yes,Yes,No,No,Free,Lunch,No,Average,Casual,No,Yes,Yes,leghornchicken.com,(312) 944-4444
VCaLq5NVMcIsA4R7lfttnQ,Au Bon Pain,"222 Merchandise Mart Fl 1 Chicago, IL 60654 Neighbourhood: b/t Orleans St & Lower Orleans St",36,3.0,"Bakeries,
                    Sandwiches","222 Merchandise MartChicago, IL 60654",Mon 6:00 am - 6:00 pm Tue 6:00 am - 6:00 pm Wed 6:00 am - 6:00 pm Thu 6:00 am - 6:00 pm Fri 6:00 am - 6:00 pm Sat 8:00 am - 3:00 pm Sun Closed ,Yes,Yes,Null,Casual,Yes,Under $10,No,No,Yes,No,Yes,Null,Lunch,No,Average,Casual,No,Yes,Null,aubonpain.com,(312) 755-9779
5sRK-bSG1-Veqb-66TUdnQ,Silom 12 Thai Express,"222 Merchandise Mart Plz Fl 2 Chicago, IL 60654 Neighbourhood: b/t Orleans St & Lower Orleans St",20,2.0,Thai,"222 Merchandise Mart PlzChicago, IL 60654",Mon 8:00 am - 5:00 pm Tue 8:00 am - 5:00 pm Wed 8:00 am - 5:00 pm Thu 8:00 am - 5:00 pm Fri 8:00 am - 5:00 pm Sat 9:00 am - 1:00 pm Sun Closed ,No,Yes,Null,Casual,No,Under $10,No,No,Null,Null,No,No,Lunch,No,Loud,Null,No,Null,Null,silom12express.com,(312) 595-9188
otD7EG-oZghxCgHZfZmuJA,Potbelly Sandwich Shop,"222 Merchandise Mart Plz Fl 1 Chicago, IL 60654 Neighbourhood: b/t Orleans St & Lower Orleans St",48,3.5,"Sandwiches,
                    Fast Food,
                    Soup","222 Merchandise Mart PlzChicago, IL 60654",Mon 6:30 am - 7:00 pm Tue 6:30 am - 7:00 pm Wed 6:30 am - 7:00 pm Thu 6:30 am - 7:00 pm Fri 6:30 am - 7:00 pm Sat 11:00 am - 4:00 pm Sun Closed ,Yes,Yes,Null,Casual,Yes,Under $10,No,Yes,Yes,Null,No,Free,Null,No,Average,Casual,No,Yes,Null,potbelly.com,(312) 836-1007
